#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MRE11	NBN	9606.ENSP00000325863	9606.ENSP00000265433	0	0	0	0	0.124	0.999	0.800	0.997	0.999
MRE11	TP53	9606.ENSP00000325863	9606.ENSP00000269305	0	0	0	0	0	0.621	0.500	0.541	0.905
MRE11	WRN	9606.ENSP00000325863	9606.ENSP00000298139	0.054	0	0	0	0.168	0.508	0.500	0.763	0.945
MRE11	RAD51	9606.ENSP00000325863	9606.ENSP00000493712	0.095	0	0	0	0.127	0.622	0.500	0.914	0.984
MRE11	RAD50	9606.ENSP00000325863	9606.ENSP00000368100	0.120	0	0	0	0.861	0.998	0.900	0.996	0.999
MSH2	RAD51	9606.ENSP00000233146	9606.ENSP00000493712	0.057	0	0	0	0.242	0.354	0	0.893	0.944
MSH2	POLE	9606.ENSP00000233146	9606.ENSP00000322570	0	0	0	0	0.122	0.620	0	0.855	0.947
MSH2	PRKDC	9606.ENSP00000233146	9606.ENSP00000313420	0	0	0	0	0.200	0.059	0.900	0.503	0.957
MSH2	PCNA	9606.ENSP00000233146	9606.ENSP00000368458	0	0	0	0	0.455	0.858	0.500	0.364	0.972
MSH2	TP53	9606.ENSP00000233146	9606.ENSP00000269305	0	0	0	0	0.061	0.599	0.500	0.882	0.974
MSH2	PMS2	9606.ENSP00000233146	9606.ENSP00000265849	0.061	0	0.332	0	0.355	0.895	0.540	0.999	0.999
MSH2	MSH6	9606.ENSP00000233146	9606.ENSP00000234420	0	0	0.140	0.639	0.682	0.997	0.900	0.991	0.999
MSH6	NBN	9606.ENSP00000234420	9606.ENSP00000265433	0	0	0	0	0.082	0.326	0	0.862	0.907
MSH6	POLE	9606.ENSP00000234420	9606.ENSP00000322570	0	0	0	0	0.284	0.574	0	0.871	0.957
MSH6	PRKDC	9606.ENSP00000234420	9606.ENSP00000313420	0	0	0	0	0.177	0.297	0.900	0.506	0.967
MSH6	PCNA	9606.ENSP00000234420	9606.ENSP00000368458	0	0	0	0	0.450	0.993	0.500	0.373	0.998
MSH6	PMS2	9606.ENSP00000234420	9606.ENSP00000265849	0.061	0	0	0	0.349	0.835	0.540	0.999	0.999
MTHFR	TYMS	9606.ENSP00000365770	9606.ENSP00000315644	0.061	0	0	0	0	0	0.900	0.916	0.991
MTHFR	MTR	9606.ENSP00000365770	9606.ENSP00000355536	0.115	0	0	0	0.562	0	0.965	0.977	0.999
MTOR	SIRT1	9606.ENSP00000354558	9606.ENSP00000212015	0	0	0	0	0.074	0.526	0	0.867	0.937
MTOR	TSC2	9606.ENSP00000354558	9606.ENSP00000219476	0	0	0	0	0.149	0.458	0.500	0.961	0.990
MTOR	PIK3R2	9606.ENSP00000354558	9606.ENSP00000222254	0	0	0	0	0.060	0	0.900	0.453	0.944
MTOR	RPS6KB1	9606.ENSP00000354558	9606.ENSP00000225577	0	0	0	0	0.049	0.995	0.900	0.977	0.999
MTOR	PIK3CA	9606.ENSP00000354558	9606.ENSP00000263967	0	0	0	0.548	0.060	0.166	0.900	0.592	0.963
MTOR	STAT3	9606.ENSP00000354558	9606.ENSP00000264657	0	0	0	0	0.049	0.735	0	0.730	0.926
MTOR	PPARG	9606.ENSP00000354558	9606.ENSP00000287820	0	0	0	0	0	0	0.900	0.655	0.964
MTOR	TSC1	9606.ENSP00000354558	9606.ENSP00000298552	0	0	0	0	0.272	0.274	0.500	0.914	0.974
MTOR	TUBB	9606.ENSP00000354558	9606.ENSP00000339001	0	0	0	0	0.049	0.994	0	0.200	0.995
MTOR	PTEN	9606.ENSP00000354558	9606.ENSP00000361021	0	0	0	0	0	0.281	0	0.922	0.942
MTOR	PIK3CD	9606.ENSP00000354558	9606.ENSP00000366563	0	0	0	0.550	0.056	0.166	0.900	0.360	0.942
MTOR	PIK3CB	9606.ENSP00000354558	9606.ENSP00000501150	0	0	0	0.549	0.082	0.166	0.900	0.350	0.943
MTOR	PIK3R1	9606.ENSP00000354558	9606.ENSP00000428056	0	0	0	0	0.044	0	0.900	0.577	0.956
MTOR	RHOA	9606.ENSP00000354558	9606.ENSP00000400175	0	0	0	0	0.053	0.139	0.900	0.555	0.958
MTOR	PRKCA	9606.ENSP00000354558	9606.ENSP00000408695	0	0	0	0	0.049	0.292	0.900	0.602	0.969
MUC1	TP53	9606.ENSP00000484824	9606.ENSP00000269305	0	0	0	0	0	0.294	0	0.954	0.966
MUC1	SRC	9606.ENSP00000484824	9606.ENSP00000362680	0	0	0	0	0.109	0.646	0	0.983	0.994
MYB	RUNX1	9606.ENSP00000339992	9606.ENSP00000300305	0	0	0	0	0.064	0	0.800	0.690	0.936
MYC	NFKB1	9606.ENSP00000478887	9606.ENSP00000226574	0	0	0	0	0.115	0.292	0	0.879	0.917
MYC	POU5F1	9606.ENSP00000478887	9606.ENSP00000259915	0	0	0	0	0.082	0.226	0	0.943	0.956
MYC	SMAD2	9606.ENSP00000478887	9606.ENSP00000262160	0	0	0	0	0	0.525	0.500	0.931	0.982
MYC	YY1	9606.ENSP00000478887	9606.ENSP00000262238	0	0	0	0	0.058	0.294	0	0.943	0.958
MYC	STAT3	9606.ENSP00000478887	9606.ENSP00000264657	0	0	0	0	0.066	0.612	0.750	0.859	0.985
MYC	TP53	9606.ENSP00000478887	9606.ENSP00000269305	0	0	0	0	0.067	0.300	0	0.997	0.997
MYC	TERT	9606.ENSP00000478887	9606.ENSP00000309572	0	0	0	0	0.093	0.293	0	0.885	0.920
MYC	SP1	9606.ENSP00000478887	9606.ENSP00000329357	0	0	0	0	0.060	0.785	0	0.883	0.974
MYC	SMAD3	9606.ENSP00000478887	9606.ENSP00000332973	0	0	0	0	0.058	0.292	0.500	0.983	0.993
MYC	SMAD4	9606.ENSP00000478887	9606.ENSP00000341551	0	0	0	0	0.044	0	0.500	0.868	0.931
MYC	SMARCA4	9606.ENSP00000478887	9606.ENSP00000343896	0	0	0	0	0.047	0.731	0	0.909	0.974
MYC	PTEN	9606.ENSP00000478887	9606.ENSP00000361021	0	0	0	0	0.044	0.317	0	0.870	0.908
MYC	NFE2L2	9606.ENSP00000478887	9606.ENSP00000380252	0	0	0	0	0.066	0.531	0.750	0.693	0.961
MYC	TFAP2A	9606.ENSP00000478887	9606.ENSP00000501092	0	0	0	0	0.084	0.292	0.500	0.832	0.938
MYLK	PRKACA	9606.ENSP00000353452	9606.ENSP00000309591	0	0	0	0.707	0.072	0.066	0.900	0.073	0.908
NAMPT	SIRT1	9606.ENSP00000222553	9606.ENSP00000212015	0	0	0	0	0.060	0	0.900	0.937	0.993
NBN	PRKDC	9606.ENSP00000265433	9606.ENSP00000313420	0	0	0	0	0.103	0.292	0.500	0.772	0.918
NBN	RAD51	9606.ENSP00000265433	9606.ENSP00000493712	0	0	0	0	0.042	0.273	0.500	0.811	0.925
NBN	WRN	9606.ENSP00000265433	9606.ENSP00000298139	0	0	0	0	0.063	0.516	0.500	0.716	0.927
NBN	RAD50	9606.ENSP00000265433	9606.ENSP00000368100	0	0	0	0	0.126	0.994	0.900	0.994	0.999
NCOA3	RPS6KB1	9606.ENSP00000361066	9606.ENSP00000225577	0	0	0	0	0.163	0	0.900	0.242	0.931
NCOA3	NR3C1	9606.ENSP00000361066	9606.ENSP00000231509	0	0	0	0	0.094	0.774	0	0.566	0.903
NCOA3	RARA	9606.ENSP00000361066	9606.ENSP00000254066	0	0	0	0	0.049	0.853	0	0.660	0.948
NCOA3	PPARG	9606.ENSP00000361066	9606.ENSP00000287820	0	0	0	0	0	0.729	0.500	0.385	0.909
NCOA3	PRKACA	9606.ENSP00000361066	9606.ENSP00000309591	0	0	0	0	0.042	0	0.900	0.227	0.919
NCOA3	PGR	9606.ENSP00000361066	9606.ENSP00000325120	0	0	0	0	0	0.680	0.800	0.812	0.986
NCOA3	SP1	9606.ENSP00000361066	9606.ENSP00000329357	0	0	0	0	0.133	0.068	0.900	0.254	0.931
NCOA3	PRMT1	9606.ENSP00000361066	9606.ENSP00000406162	0	0	0	0	0.054	0.295	0.500	0.800	0.924
NCOA3	SRC	9606.ENSP00000361066	9606.ENSP00000362680	0	0	0	0	0.066	0.076	0.900	0.748	0.975
NCOA3	RXRA	9606.ENSP00000361066	9606.ENSP00000419692	0	0	0	0	0.087	0.886	0.650	0.722	0.988
NEK2	PLK1	9606.ENSP00000355966	9606.ENSP00000300093	0	0	0	0.645	0.553	0	0.800	0.365	0.938
NEK2	TOP2A	9606.ENSP00000355966	9606.ENSP00000411532	0	0	0	0	0.780	0	0	0.685	0.928
NF1	RRAS2	9606.ENSP00000351015	9606.ENSP00000256196	0	0	0	0	0.051	0.320	0.900	0.435	0.958
NF1	NF2	9606.ENSP00000351015	9606.ENSP00000344666	0	0	0	0	0.049	0	0	0.970	0.970
NF1	NRAS	9606.ENSP00000351015	9606.ENSP00000358548	0	0	0	0	0.058	0.568	0.900	0.885	0.994
NF2	PAK1	9606.ENSP00000344666	9606.ENSP00000278568	0	0	0	0	0.067	0.301	0.700	0.611	0.914
NFE2L2	NQO1	9606.ENSP00000380252	9606.ENSP00000319788	0	0	0	0	0.082	0.292	0.500	0.940	0.978
NFKB1	SIRT1	9606.ENSP00000226574	9606.ENSP00000212015	0	0	0	0	0.049	0.330	0.900	0.768	0.983
NFKB1	NFKBIA	9606.ENSP00000226574	9606.ENSP00000216797	0	0	0	0.755	0.242	0.997	0.900	0.986	0.999
NFKB1	SP1	9606.ENSP00000226574	9606.ENSP00000329357	0	0	0	0	0.067	0.748	0	0.648	0.910
NFKB1	NOTCH3	9606.ENSP00000226574	9606.ENSP00000263388	0	0	0	0.550	0.064	0.098	0.900	0.163	0.919
NFKB1	STAT1	9606.ENSP00000226574	9606.ENSP00000354394	0	0	0	0	0.129	0.045	0	0.918	0.926
NFKB1	NOTCH1	9606.ENSP00000226574	9606.ENSP00000498587	0	0	0	0.550	0.083	0.647	0	0.809	0.932
NFKB1	ROCK1	9606.ENSP00000226574	9606.ENSP00000382697	0	0	0	0	0.080	0.095	0.900	0.324	0.936
NFKB1	RAF1	9606.ENSP00000226574	9606.ENSP00000401888	0	0	0	0	0.072	0.095	0.900	0.370	0.940
NFKB1	PRKACA	9606.ENSP00000226574	9606.ENSP00000309591	0	0	0	0	0.070	0.045	0.900	0.451	0.944
NFKB1	PRKCQ	9606.ENSP00000226574	9606.ENSP00000263125	0	0	0	0	0.062	0.062	0.900	0.536	0.953
NFKB1	STAT3	9606.ENSP00000226574	9606.ENSP00000264657	0	0	0	0	0.126	0.598	0	0.902	0.962
NFKB1	PPARG	9606.ENSP00000226574	9606.ENSP00000287820	0	0	0	0	0.087	0.292	0.750	0.851	0.972
NFKB1	TP53	9606.ENSP00000226574	9606.ENSP00000269305	0	0	0	0	0.098	0.045	0	0.989	0.989
NFKB1	TNF	9606.ENSP00000226574	9606.ENSP00000398698	0	0	0	0	0.194	0	0.900	0.995	0.999
NFKB1	RELA	9606.ENSP00000226574	9606.ENSP00000384273	0	0	0	0.769	0.182	0.999	0.900	0.986	0.999
NFKB1	NFKB2	9606.ENSP00000226574	9606.ENSP00000358983	0	0	0.067	0.896	0.276	0.835	0.900	0.984	0.999
NFKB2	NFKBIA	9606.ENSP00000358983	9606.ENSP00000216797	0	0	0.108	0.712	0.174	0.856	0.900	0.640	0.995
NFKB2	RELA	9606.ENSP00000358983	9606.ENSP00000384273	0	0	0	0.779	0.247	0.861	0.900	0.986	0.999
NFKBIA	TP53	9606.ENSP00000216797	9606.ENSP00000269305	0	0	0	0	0.051	0.623	0	0.781	0.915
NFKBIA	STAT1	9606.ENSP00000216797	9606.ENSP00000354394	0	0	0	0	0.115	0.294	0	0.877	0.917
NFKBIA	PRKACA	9606.ENSP00000216797	9606.ENSP00000309591	0	0	0	0	0.063	0.045	0.900	0.664	0.965
NFKBIA	TNF	9606.ENSP00000216797	9606.ENSP00000398698	0	0	0	0	0.338	0.292	0	0.937	0.967
NFKBIA	RELA	9606.ENSP00000216797	9606.ENSP00000384273	0	0.003	0	0	0.147	0.999	0.900	0.999	0.999
NGF	NTRK2	9606.ENSP00000358525	9606.ENSP00000277120	0	0	0	0	0	0.046	0.650	0.999	0.999
NGF	NTRK3	9606.ENSP00000358525	9606.ENSP00000354207	0	0	0	0	0.048	0.046	0	0.998	0.998
NGF	NTRK1	9606.ENSP00000358525	9606.ENSP00000431418	0	0	0	0	0	0.983	0.900	0.999	0.999
NME1	PKM	9606.ENSP00000337060	9606.ENSP00000320171	0	0	0	0	0.100	0	0.900	0.213	0.923
NOS2	NOS3	9606.ENSP00000327251	9606.ENSP00000297494	0	0	0.069	0.942	0	0.087	0.900	0.090	0.912
NOS2	PTGS2	9606.ENSP00000327251	9606.ENSP00000356438	0	0	0	0	0	0.095	0	0.902	0.908
NOS3	PLCG1	9606.ENSP00000297494	9606.ENSP00000244007	0	0	0	0	0.042	0	0.900	0.203	0.916
NOTCH1	NOTCH2	9606.ENSP00000498587	9606.ENSP00000256646	0	0	0.065	0.950	0.145	0.180	0.900	0.122	0.932
NOTCH1	SMAD3	9606.ENSP00000498587	9606.ENSP00000332973	0	0	0	0	0.060	0.293	0	0.942	0.958
NOTCH3	RELA	9606.ENSP00000263388	9606.ENSP00000384273	0	0	0	0	0.060	0	0.900	0.196	0.917
NOTCH4	SMAD3	9606.ENSP00000364163	9606.ENSP00000332973	0	0	0	0	0	0.293	0.900	0.312	0.947
NPM1	RARA	9606.ENSP00000296930	9606.ENSP00000254066	0	0	0	0	0.044	0.301	0	0.915	0.938
NPM1	TP53	9606.ENSP00000296930	9606.ENSP00000269305	0	0	0	0	0.124	0.847	0.500	0.967	0.997
NPM1	PARP1	9606.ENSP00000296930	9606.ENSP00000355759	0	0	0	0	0.180	0.331	0	0.949	0.970
NQO1	ODC1	9606.ENSP00000319788	9606.ENSP00000234111	0.061	0	0	0	0.049	0	0.900	0.530	0.952
NQO1	TP53	9606.ENSP00000319788	9606.ENSP00000269305	0	0	0	0	0	0.735	0	0.806	0.946
NR3C1	NTRK2	9606.ENSP00000231509	9606.ENSP00000277120	0	0	0	0	0	0.314	0	0.867	0.905
NR3C1	SMARCA4	9606.ENSP00000231509	9606.ENSP00000343896	0	0	0	0	0.047	0.807	0	0.621	0.924
NR3C1	TP53	9606.ENSP00000231509	9606.ENSP00000269305	0	0	0	0	0	0.510	0	0.875	0.936
NR3C1	SMAD3	9606.ENSP00000231509	9606.ENSP00000332973	0	0	0	0	0.093	0.512	0.500	0.771	0.942
NR3C1	STAT3	9606.ENSP00000231509	9606.ENSP00000264657	0	0	0	0	0.062	0.736	0	0.932	0.981
NRAS	PIK3R2	9606.ENSP00000358548	9606.ENSP00000222254	0	0	0	0	0.042	0.065	0.900	0.345	0.933
NRAS	PDGFRA	9606.ENSP00000358548	9606.ENSP00000257290	0	0	0	0	0.055	0.092	0.900	0.667	0.967
NRAS	PDGFRB	9606.ENSP00000358548	9606.ENSP00000261799	0	0	0	0	0	0.091	0.900	0.593	0.959
NRAS	PIK3CA	9606.ENSP00000358548	9606.ENSP00000263967	0	0	0	0	0.125	0.483	0.900	0.921	0.995
NRAS	PRKCA	9606.ENSP00000358548	9606.ENSP00000408695	0	0	0	0	0.066	0	0.900	0.296	0.928
NRAS	SYK	9606.ENSP00000358548	9606.ENSP00000364898	0	0	0	0	0.089	0.110	0.900	0.275	0.933
NRAS	PIK3CB	9606.ENSP00000358548	9606.ENSP00000501150	0	0	0	0	0.074	0.133	0.900	0.422	0.947
NRAS	PTPN11	9606.ENSP00000358548	9606.ENSP00000489597	0	0	0	0	0.092	0.153	0.500	0.892	0.952
NRAS	PIK3CD	9606.ENSP00000358548	9606.ENSP00000366563	0	0	0	0	0.056	0.352	0.900	0.337	0.954
NRAS	PIK3R1	9606.ENSP00000358548	9606.ENSP00000428056	0	0	0	0	0.042	0.143	0.900	0.533	0.956
NRAS	SRC	9606.ENSP00000358548	9606.ENSP00000362680	0	0	0	0	0.089	0.295	0.900	0.593	0.970
NRAS	PIK3CG	9606.ENSP00000358548	9606.ENSP00000419260	0	0	0	0	0.051	0.356	0.900	0.870	0.991
NRAS	SOS1	9606.ENSP00000358548	9606.ENSP00000384675	0	0	0	0	0.113	0.377	0.900	0.886	0.992
NRAS	RAF1	9606.ENSP00000358548	9606.ENSP00000401888	0	0	0	0	0.081	0.908	0.900	0.899	0.999
NRP1	TGFB1	9606.ENSP00000265371	9606.ENSP00000221930	0	0	0	0	0.044	0	0	0.943	0.944
NRP1	VEGFC	9606.ENSP00000265371	9606.ENSP00000480043	0	0	0	0	0.138	0	0	0.894	0.904
NTRK1	PIK3R2	9606.ENSP00000431418	9606.ENSP00000222254	0	0	0	0	0	0.179	0.900	0.224	0.930
NTRK1	PLCG1	9606.ENSP00000431418	9606.ENSP00000244007	0	0	0	0	0	0.830	0.900	0.683	0.994
NTRK1	PIK3CA	9606.ENSP00000431418	9606.ENSP00000263967	0	0	0	0	0.050	0.087	0.900	0.593	0.960
NTRK1	NTRK2	9606.ENSP00000431418	9606.ENSP00000277120	0	0	0.064	0.929	0.067	0.095	0.500	0.978	0.989
NTRK1	PIK3CD	9606.ENSP00000431418	9606.ENSP00000366563	0	0	0	0	0.050	0.069	0.900	0.222	0.922
NTRK1	PIK3R1	9606.ENSP00000431418	9606.ENSP00000428056	0	0	0	0	0	0.453	0.900	0.370	0.962
NTRK1	PIK3CB	9606.ENSP00000431418	9606.ENSP00000501150	0	0	0	0	0.050	0.087	0.900	0.313	0.932
NTRK2	PLCG1	9606.ENSP00000277120	9606.ENSP00000244007	0	0	0	0	0	0.709	0.900	0.761	0.992
NTRK2	PTPN11	9606.ENSP00000277120	9606.ENSP00000489597	0	0	0	0	0.042	0.215	0.500	0.858	0.939
NTRK2	NTRK3	9606.ENSP00000277120	9606.ENSP00000354207	0	0	0.053	0.943	0.226	0.238	0	0.951	0.969
NTRK3	PLCG1	9606.ENSP00000354207	9606.ENSP00000244007	0	0	0	0	0	0.371	0.900	0.380	0.957
PAK1	RAF1	9606.ENSP00000278568	9606.ENSP00000401888	0	0	0	0.593	0.060	0.525	0.900	0.169	0.957
PAK1	RAC1	9606.ENSP00000278568	9606.ENSP00000348461	0	0	0	0	0.063	0.995	0.700	0.580	0.999
PARP1	TP53	9606.ENSP00000355759	9606.ENSP00000269305	0	0	0	0	0.067	0.794	0	0.870	0.972
PARP1	WRN	9606.ENSP00000355759	9606.ENSP00000298139	0	0	0	0	0.049	0.521	0	0.828	0.915
PARP1	PRKDC	9606.ENSP00000355759	9606.ENSP00000313420	0	0	0	0	0.245	0.693	0	0.975	0.993
PARP1	SMARCA4	9606.ENSP00000355759	9606.ENSP00000343896	0	0	0	0	0.221	0.216	0	0.995	0.996
PARP1	TOP1	9606.ENSP00000355759	9606.ENSP00000354522	0	0	0	0	0.060	0.628	0	0.831	0.936
PCNA	TP53	9606.ENSP00000368458	9606.ENSP00000269305	0	0	0	0	0.067	0.777	0.500	0.265	0.913
PCNA	WRN	9606.ENSP00000368458	9606.ENSP00000298139	0.070	0	0	0	0.154	0.758	0.400	0.348	0.912
PCNA	TYMS	9606.ENSP00000368458	9606.ENSP00000315644	0.191	0	0	0	0.840	0.088	0	0.350	0.913
PCNA	POLE	9606.ENSP00000368458	9606.ENSP00000322570	0.090	0	0	0	0.211	0.956	0.500	0.353	0.988
PCNA	UBE2I	9606.ENSP00000368458	9606.ENSP00000348056	0	0	0	0	0.091	0.869	0.400	0.186	0.934
PCNA	RAD51	9606.ENSP00000368458	9606.ENSP00000493712	0.042	0	0	0	0.507	0.682	0.400	0.410	0.937
PDCD1	PTPN11	9606.ENSP00000335062	9606.ENSP00000489597	0	0	0	0	0	0.609	0.900	0.973	0.998
PDGFB	PDGFRA	9606.ENSP00000330382	9606.ENSP00000257290	0	0	0	0	0.086	0.833	0.900	0.996	0.999
PDGFB	PDGFRB	9606.ENSP00000330382	9606.ENSP00000261799	0	0	0	0	0.065	0.983	0.900	0.999	0.999
PDGFRA	PIK3R2	9606.ENSP00000257290	9606.ENSP00000222254	0	0	0	0	0.044	0.230	0.900	0.263	0.938
PDGFRA	PLCG1	9606.ENSP00000257290	9606.ENSP00000244007	0	0	0	0	0	0.735	0.900	0.587	0.988
PDGFRA	STAT1	9606.ENSP00000257290	9606.ENSP00000354394	0	0	0	0	0.052	0.612	0.700	0.314	0.914
PDGFRA	PTK2	9606.ENSP00000257290	9606.ENSP00000341189	0	0	0	0.576	0.075	0.088	0.900	0.160	0.919
PDGFRA	PIK3CD	9606.ENSP00000257290	9606.ENSP00000366563	0	0	0	0	0	0.098	0.900	0.227	0.924
PDGFRA	SOS1	9606.ENSP00000257290	9606.ENSP00000384675	0	0	0	0	0	0.071	0.900	0.277	0.927
PDGFRA	SRC	9606.ENSP00000257290	9606.ENSP00000362680	0	0	0	0.669	0.050	0.091	0.900	0.539	0.954
PDGFRA	PIK3CB	9606.ENSP00000257290	9606.ENSP00000501150	0	0	0	0	0	0.098	0.900	0.562	0.957
PDGFRA	STAT3	9606.ENSP00000257290	9606.ENSP00000264657	0	0	0	0	0.052	0.612	0.700	0.693	0.961
PDGFRA	PDGFRB	9606.ENSP00000257290	9606.ENSP00000261799	0	0	0	0.914	0.245	0.734	0.900	0.520	0.989
PDGFRA	PIK3CA	9606.ENSP00000257290	9606.ENSP00000263967	0	0	0	0	0	0.334	0.900	0.866	0.990
PDGFRA	PTPN11	9606.ENSP00000257290	9606.ENSP00000489597	0	0	0	0	0.060	0.607	0.900	0.888	0.995
PDGFRA	PIK3R1	9606.ENSP00000257290	9606.ENSP00000428056	0	0	0	0	0.054	0.808	0.900	0.795	0.995
PDGFRB	PIK3R2	9606.ENSP00000261799	9606.ENSP00000222254	0	0	0	0	0	0.419	0.900	0.554	0.971
PDGFRB	PLCG1	9606.ENSP00000261799	9606.ENSP00000244007	0	0	0	0	0.049	0.986	0.900	0.914	0.999
PDGFRB	STAT3	9606.ENSP00000261799	9606.ENSP00000264657	0	0	0	0	0.059	0.411	0.500	0.732	0.915
PDGFRB	PTK2	9606.ENSP00000261799	9606.ENSP00000341189	0	0	0	0.570	0.062	0.088	0.900	0.227	0.925
PDGFRB	PIK3CD	9606.ENSP00000261799	9606.ENSP00000366563	0	0	0	0	0	0.097	0.900	0.314	0.932
PDGFRB	SOS1	9606.ENSP00000261799	9606.ENSP00000384675	0	0	0	0	0	0.071	0.900	0.341	0.933
PDGFRB	PTEN	9606.ENSP00000261799	9606.ENSP00000361021	0	0	0	0	0	0.774	0	0.789	0.950
PDGFRB	PIK3CB	9606.ENSP00000261799	9606.ENSP00000501150	0	0	0	0	0	0.097	0.900	0.601	0.960
PDGFRB	PIK3CA	9606.ENSP00000261799	9606.ENSP00000263967	0	0	0	0	0	0.097	0.900	0.763	0.976
PDGFRB	PTPN11	9606.ENSP00000261799	9606.ENSP00000489597	0	0	0	0	0.063	0.880	0.900	0.943	0.999
PDGFRB	PIK3R1	9606.ENSP00000261799	9606.ENSP00000428056	0	0	0	0	0.047	0.931	0.900	0.900	0.999
PDGFRB	SRC	9606.ENSP00000261799	9606.ENSP00000362680	0	0	0	0.654	0.067	0.796	0.900	0.972	0.999
PDPK1	PIK3R2	9606.ENSP00000344220	9606.ENSP00000222254	0	0	0	0	0.066	0	0.900	0.460	0.945
PDPK1	RPS6KB1	9606.ENSP00000344220	9606.ENSP00000225577	0	0	0.091	0.730	0.098	0.700	0.900	0.536	0.986
PDPK1	PRKCQ	9606.ENSP00000344220	9606.ENSP00000263125	0	0	0	0.707	0	0.393	0.750	0.428	0.905
PDPK1	PIK3CA	9606.ENSP00000344220	9606.ENSP00000263967	0	0	0	0	0.126	0.073	0.900	0.744	0.976
PDPK1	PRKCA	9606.ENSP00000344220	9606.ENSP00000408695	0	0	0	0.704	0.049	0	0.900	0.451	0.943
PDPK1	PIK3CD	9606.ENSP00000344220	9606.ENSP00000366563	0	0	0	0	0.056	0.073	0.900	0.482	0.948
PDPK1	PIK3R1	9606.ENSP00000344220	9606.ENSP00000428056	0	0	0	0	0.067	0	0.900	0.540	0.953
PDPK1	PIK3CG	9606.ENSP00000344220	9606.ENSP00000419260	0	0	0	0	0.055	0.073	0.900	0.671	0.967
PDPK1	PIK3CB	9606.ENSP00000344220	9606.ENSP00000501150	0	0	0	0	0.126	0.073	0.900	0.706	0.973
PGR	PIK3R2	9606.ENSP00000325120	9606.ENSP00000222254	0	0	0	0	0	0.065	0.900	0.138	0.912
PGR	PIK3CA	9606.ENSP00000325120	9606.ENSP00000263967	0	0	0	0	0.060	0	0.900	0.626	0.961
PGR	PRKACA	9606.ENSP00000325120	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0.398	0.937
PGR	PIK3CD	9606.ENSP00000325120	9606.ENSP00000366563	0	0	0	0	0.060	0	0.900	0.136	0.911
PGR	PIK3CB	9606.ENSP00000325120	9606.ENSP00000501150	0	0	0	0	0.060	0	0.900	0.220	0.920
PGR	PIK3R1	9606.ENSP00000325120	9606.ENSP00000428056	0	0	0	0	0	0.065	0.900	0.322	0.931
PGR	SRC	9606.ENSP00000325120	9606.ENSP00000362680	0	0	0	0	0	0.629	0	0.837	0.937
PIK3CA	PIK3R2	9606.ENSP00000263967	9606.ENSP00000222254	0	0	0	0	0	0.881	0.922	0.996	0.999
PIK3CA	PLCG1	9606.ENSP00000263967	9606.ENSP00000244007	0	0	0	0	0.049	0.510	0.900	0.500	0.973
PIK3CA	RRAS2	9606.ENSP00000263967	9606.ENSP00000256196	0	0	0	0	0.076	0.954	0.650	0.304	0.988
PIK3CA	PRKCD	9606.ENSP00000263967	9606.ENSP00000331602	0	0	0	0	0.062	0	0.900	0.204	0.918
PIK3CA	SOS1	9606.ENSP00000263967	9606.ENSP00000384675	0	0	0	0	0.629	0	0.500	0.636	0.926
PIK3CA	SYK	9606.ENSP00000263967	9606.ENSP00000364898	0	0	0	0	0	0.069	0.900	0.364	0.935
PIK3CA	TP53	9606.ENSP00000263967	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.920	0.941
PIK3CA	PTK2	9606.ENSP00000263967	9606.ENSP00000341189	0	0	0	0	0.090	0.512	0.900	0.410	0.970
PIK3CA	RAF1	9606.ENSP00000263967	9606.ENSP00000401888	0	0	0	0	0.066	0.069	0.900	0.719	0.972
PIK3CA	SRC	9606.ENSP00000263967	9606.ENSP00000362680	0	0	0	0	0.050	0.069	0.900	0.846	0.984
PIK3CA	PTPN11	9606.ENSP00000263967	9606.ENSP00000489597	0	0	0	0	0.118	0.661	0.900	0.725	0.990
PIK3CA	PTEN	9606.ENSP00000263967	9606.ENSP00000361021	0	0	0	0	0.112	0.134	0.900	0.949	0.995
PIK3CA	PIK3CG	9606.ENSP00000263967	9606.ENSP00000419260	0	0	0	0.808	0.078	0.045	0.900	0.973	0.997
PIK3CA	PIK3CD	9606.ENSP00000263967	9606.ENSP00000366563	0	0	0.060	0.888	0	0	0.900	0.983	0.998
PIK3CA	PIK3CB	9606.ENSP00000263967	9606.ENSP00000501150	0	0	0.060	0.882	0.083	0	0.900	0.984	0.998
PIK3CA	PIK3R1	9606.ENSP00000263967	9606.ENSP00000428056	0	0	0	0	0.156	0.997	0.967	0.998	0.999
PIK3CB	PIK3R2	9606.ENSP00000501150	9606.ENSP00000222254	0	0	0	0	0	0.916	0.914	0.996	0.999
PIK3CB	PLCG1	9606.ENSP00000501150	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.271	0.924
PIK3CB	PRKCD	9606.ENSP00000501150	9606.ENSP00000331602	0	0	0	0	0.105	0.292	0.900	0.527	0.966
PIK3CB	PTK2	9606.ENSP00000501150	9606.ENSP00000341189	0	0	0	0	0.087	0.091	0.900	0.261	0.930
